RUID,Assigned Rooms
110826757,"['BS', 'West', '407A-B']"
215309780,"['BS', 'West', '407A-A']"
998514031,"['BS', 'West', '407A-C']"
727910793,"['BS', 'North', '103B-B']"
215980676,"['SA', 'Apt 149 - 164', '149-A']"
978217050,"['SA', 'Apt 149 - 164', '149-B']"
515074443,"['BS', 'East', '309A-B']"
764785350,"['BS', 'East', '309A-A']"
322786474,"['BS', 'East', '309A-C']"
814916376,"['SA', 'Apt 221 - 244', '227-C']"
140546975,"['SA', 'Apt 221 - 244', '227-A']"
147201305,"['SA', 'Apt 221 - 244', '227-B']"
729888000,"['SA', 'Apt 221 - 244', '225-D']"
691915334,"['SA', 'Apt 221 - 244', '225-A']"
551852886,"['SA', 'Apt 197 - 220', '201-D']"
480711494,"['SA', 'Apt 197 - 220', '201-A']"
552247231,"['SA', 'Apt 197 - 220', '201-B']"
913922528,"['SA', 'Apt 149 - 164', '158-A']"
462024274,"['SA', 'Apt 149 - 164', '158-B']"
158185009,"['BS', 'North', '301A-C']"
536413979,"['BS', 'North', '301A-A']"
843673543,"['BS', 'North', '301A-B']"
857542321,"['SA', 'Apt 245 - 260', '260-D']"
321250160,"['SA', 'Apt 245 - 260', '260-A']"
694204982,"['SA', 'Apt 245 - 260', '260-B']"
110322866,"['BS', 'West', '302A-B']"
114942167,"['BS', 'West', '302A-A']"
594262393,"['BS', 'West', '302A-C']"
692225359,"['SA', 'Apt 277 - 292', '282-A']"
494246013,"['SA', 'Apt 277 - 292', '282-B']"
344112668,"['SA', 'Apt 277 - 292', '282-C']"
105741775,"['SA', 'Apt 261 - 276', '271-D']"
522213041,"['SA', 'Apt 261 - 276', '271-A']"
712720272,"['BS', 'West', '301B-B']"
333226584,"['BS', 'West', '301B-A']"
629694106,"['BS', 'West', '301B-C']"
910602632,"['BS', 'West', '213-A']"
771865686,"['BS', 'East', '301A-C']"
235442758,"['BS', 'East', '301A-A']"
366536272,"['BS', 'East', '301A-B']"
366261417,"['SA', 'Apt 245 - 260', '258-D']"
663676576,"['SA', 'Apt 221 - 244', '233-C']"
645261381,"['SA', 'Apt 221 - 244', '233-A']"
436117745,"['BS', 'West', '305A-D']"
286763636,"['BS', 'West', '305A-A']"
117749596,"['BS', 'West', '305A-B']"
140003907,"['BS', 'North', '310B-B']"
965800237,"['BS', 'North', '310B-A']"
315594960,"['BS', 'North', '310B-C']"
404167352,"['BS', 'North', '405B-B']"
959703622,"['BS', 'North', '405B-A']"
432525701,"['BS', 'North', '405B-C']"
407989608,"['BS', 'North', '402A-A']"
466688989,"['BS', 'North', '402A-B']"
918585317,"['BS', 'North', '402A-C']"
947968802,"['SA', 'Apt 261 - 276', '266-C']"
720354579,"['SA', 'Apt 261 - 276', '266-A']"
449155344,"['SA', 'Apt 261 - 276', '266-B']"
219170583,"['BS', 'West', '408A-D']"
318471971,"['BS', 'West', '408A-A']"
256769107,"['BS', 'West', '408A-B']"
895557022,"['BS', 'North', '309B-C']"
795454595,"['BS', 'North', '306B-D']"
555016423,"['BS', 'North', '306B-A']"
154722229,"['BS', 'North', '306B-B']"
370808798,"['SA', 'Apt 197 - 220', '218-D']"
573698372,"['SA', 'Apt 197 - 220', '218-A']"
117525509,"['TS', nan, '4203-D']"
636628235,"['SA', 'Apt 261 - 276', '263-A']"
196779893,"['SA', 'Apt 261 - 276', '263-B']"
992416681,"['SA', 'Apt 165 - 180', '166-B']"
231932467,"['SA', 'Apt 165 - 180', '166-A']"
498336087,"['SA', 'Apt 165 - 180', '166-C']"
355414944,"['BS', 'North', '405A-C']"
313477735,"['BS', 'North', '405A-A']"
765060458,"['WS', nan, '4308-B']"
173819064,"['BS', 'West', '202B-D']"
841841635,"['BS', 'West', '202B-A']"
583295035,"['BS', 'West', '202B-B']"
157740697,"['SA', 'Apt 181 - 196', '193-C']"
968624638,"['SA', 'Apt 181 - 196', '193-A']"
386962291,"['BS', 'West', '301A-C']"
285634028,"['BS', 'West', '301A-A']"
759734771,"['BS', 'West', '301A-B']"
281272413,"['SA', 'Apt 277 - 292', '285-B']"
389129964,"['SA', 'Apt 277 - 292', '285-A']"
719631263,"['BS', 'North', '104A-C']"
498712421,"['BS', 'North', '104A-A']"
808006713,"['BS', 'North', '104A-B']"
576756487,"['NCA', 'Apt 3819', '6-C']"
174291998,"['NCA', 'Apt 3819', '6-A']"
860571201,"['NCA', 'Apt 3819', '6-B']"
269968504,"['BS', 'East', '311A-C']"
429623275,"['BS', 'East', '311A-A']"
736088677,"['BS', 'East', '311A-B']"
975350048,"['BS', 'North', '104B-B']"
748396203,"['BS', 'North', '104B-A']"
946717419,"['BS', 'North', '104B-C']"
170008579,"['BS', 'East', '102A-B']"
632997885,"['BS', 'North', '408-A']"
131125423,"['TS', nan, '4304-A']"
728344198,"['BS', 'North', '211A-B']"
224744243,"['BS', 'North', '211A-A']"
