RUID,Assigned Rooms
491878155,"['BS', 'West', '210B-A']"
960557845,"['BS', 'West', '210B-B']"
897130133,"['BS', 'East', '301A-C']"
688134247,"['BS', 'East', '301A-A']"
723108234,"['SA', 'Apt 197 - 220', '211-B']"
530355757,"['SA', 'Apt 197 - 220', '211-A']"
777342549,"['BS', 'West', '208A-B']"
517136103,"['BS', 'West', '208A-A']"
227797283,"['BS', 'West', '208A-C']"
400880058,"['SA', 'Apt 277 - 292', '278-B']"
353703005,"['SA', 'Apt 277 - 292', '278-A']"
619769760,"['SA', 'Apt 133 - 148', '133-D']"
711429324,"['SA', 'Apt 133 - 148', '133-A']"
310585976,"['SA', 'Apt 133 - 148', '133-B']"
199302575,"['BS', 'North', '405B-B']"
508325503,"['SA', 'Apt 149 - 164', '151-A']"
944254915,"['SA', 'Apt 149 - 164', '151-B']"
631597467,"['SA', 'Apt 149 - 164', '151-C']"
727591312,"['BH', nan, '320-A']"
111497685,"['MS', 'High Rise', '7101-B']"
215195148,"['MS', 'High Rise', '7101-A']"
336145831,"['MS', 'High Rise', '7101-C']"
509743086,"['BS', 'North', '201B-B']"
285438277,"['BS', 'North', '201B-A']"
990285547,"['BS', 'North', '201B-C']"
152782265,"['BS', 'West', '403B-B']"
842369533,"['BS', 'West', '403B-A']"
626751036,"['BS', 'West', '403B-C']"
398016271,"['BS', 'East', '211B-A']"
191776742,"['BS', 'East', '211B-B']"
868994986,"['BS', 'East', '211B-C']"
988955242,"['BS', 'East', '403A-A']"
390557915,"['BS', 'East', '403A-B']"
509388283,"['BS', 'East', '403A-C']"
755331365,"['NCA', 'Apt 3820', '35-A']"
694212164,"['NCA', 'Apt 3820', '35-B']"
869964826,"['NCA', 'Apt 3820', '35-C']"
945815688,"['RA', 'Apt 3840', '191-B']"
455303008,"['RA', 'Apt 3840', '191-A']"
280087476,"['MS', 'High Rise', '7704-D']"
906155943,"['BS', 'West', '411A-A']"
956668962,"['BS', 'West', '411A-B']"
743988610,"['BS', 'West', '411A-C']"
916279542,"['SA', 'Apt 261 - 276', '272-A']"
221926956,"['SA', 'Apt 261 - 276', '272-B']"
270149989,"['SA', 'Apt 261 - 276', '272-C']"
962353610,"['JS', nan, '4203-F']"
785947678,"['BS', 'West', '403B-D']"
535838563,"['SA', 'Apt 133 - 148', '135-D']"
829347254,"['SA', 'Apt 133 - 148', '135-A']"
746025161,"['SA', 'Apt 133 - 148', '135-B']"
645626769,"['BS', 'West', '411B-B']"
532612536,"['SA', 'Apt 165 - 180', '166-A']"
216480230,"['SA', 'Apt 165 - 180', '166-B']"
139088686,"['SA', 'Apt 165 - 180', '166-C']"
124360273,"['BS', 'West', '212A-A']"
367389892,"['BS', 'East', '411A-D']"
479665689,"['BS', 'East', '411A-A']"
850643583,"['BS', 'East', '411A-B']"
940833526,"['BS', 'West', '305B-C']"
508705937,"['BS', 'West', '305B-A']"
804235221,"['BS', 'West', '305B-B']"
312170287,"['BS', 'North', '308-B']"
604791093,"['BS', 'East', '409B-C']"
765882584,"['BS', 'East', '409B-A']"
804561863,"['SA', 'Apt 149 - 164', '159-B']"
348938666,"['AH', nan, '322-B']"
814673942,"['BS', 'East', '307A-C']"
899960331,"['SA', 'Apt 165 - 180', '180-B']"
570695388,"['SA', 'Apt 165 - 180', '180-A']"
610136614,"['SA', 'Apt 165 - 180', '180-C']"
788083481,"['SA', 'Apt 181 - 196', '192-D']"
596038656,"['SA', 'Apt 181 - 196', '192-A']"
389625159,"['SA', 'Apt 181 - 196', '192-B']"
484798610,"['MH', nan, '414-A']"
741979671,"['SA', 'Apt 261 - 276', '270-D']"
391871370,"['JA', '832- 851', '838-B']"
165740564,"['SA', 'Apt 261 - 276', '264-C']"
116460056,"['SA', 'Apt 261 - 276', '264-A']"
371687366,"['SA', 'Apt 165 - 180', '175-C']"
614235486,"['BS', 'East', '402B-D']"
636940885,"['BS', 'East', '402B-A']"
971093122,"['BS', 'East', '402B-B']"
727401636,"['SA', 'Apt 277 - 292', '287-C']"
280675721,"['SA', 'Apt 277 - 292', '287-A']"
821736837,"['SA', 'Apt 277 - 292', '287-B']"
673412387,"['BS', 'North', '311B-C']"
980511636,"['BS', 'North', '311B-A']"
349706137,"['SA', 'Apt 277 - 292', '288-A']"
140269955,"['BS', 'West', '201B-C']"
392022065,"['BS', 'West', '201B-A']"
778271980,"['SA', 'Apt 245 - 260', '249-C']"
583890929,"['SA', 'Apt 245 - 260', '249-A']"
839472189,"['SA', 'Apt 245 - 260', '249-B']"
181677577,"['BS', 'North', '408-B']"
817725684,"['BS', 'North', '408-A']"
293322859,"['BS', 'North', '408-C']"
599537905,"['MZH', nan, '212-B']"
925776060,"['BS', 'East', '408-D']"
265647131,"['BS', 'East', '206B-C']"
240825560,"['BS', 'East', '206B-A']"
471917519,"['BS', 'East', '206B-B']"
250493217,"['BS', 'East', '101B-B']"
105387064,"['BS', 'East', '101B-A']"
461121746,"['BS', 'East', '101B-C']"
708618762,"['SA', 'Apt 165 - 180', '172-B']"
782031001,"['SA', 'Apt 181 - 196', '187-B']"
383167218,"['SA', 'Apt 181 - 196', '187-A']"
633042485,"['BS', 'East', '311B-B']"
405883909,"['NCA', 'Apt 3821', '66-A']"
666056377,"['NCA', 'Apt 3821', '66-B']"
668098417,"['NCA', 'Apt 3821', '66-C']"
235801524,"['SA', 'Apt 221 - 244', '240-A']"
197727085,"['SA', 'Apt 221 - 244', '240-B']"
416631404,"['SA', 'Apt 165 - 180', '169-B']"
263114644,"['SA', 'Apt 165 - 180', '169-A']"
830605717,"['SA', 'Apt 165 - 180', '169-C']"
