RUID,Assigned Rooms
199302575,"['BS', 'West', '208A-C']"
367389892,"['BS', 'West', '407B-A']"
479665689,"['BS', 'West', '407B-B']"
850643583,"['BS', 'West', '407B-C']"
535838563,"['SA', 'Apt 261 - 276', '266-A']"
829347254,"['SA', 'Apt 261 - 276', '266-B']"
746025161,"['SA', 'Apt 261 - 276', '266-C']"
398016271,"['BS', 'North', '107B-C']"
191776742,"['BS', 'North', '107B-A']"
868994986,"['BS', 'North', '107B-B']"
945815688,"['CS', nan, '3408-D']"
491878155,"['BS', 'East', '112-A']"
960557845,"['BS', 'East', '112-B']"
508325503,"['SA', 'Apt 245 - 260', '260-A']"
944254915,"['SA', 'Apt 245 - 260', '260-B']"
631597467,"['SA', 'Apt 245 - 260', '260-C']"
152782265,"['BS', 'North', '301B-C']"
842369533,"['BS', 'North', '301B-A']"
626751036,"['BS', 'North', '301B-B']"
312170287,"['BS', 'East', '304B-B']"
645626769,"['BS', 'North', '407A-C']"
727591312,"['WS', nan, '4408-E']"
280087476,"['NCA', 'Apt 3823', '115-A']"
604791093,"['BS', 'East', '312-D']"
765882584,"['BS', 'East', '312-A']"
619769760,"['SA', 'Apt 245 - 260', '254-C']"
711429324,"['SA', 'Apt 245 - 260', '254-A']"
310585976,"['SA', 'Apt 245 - 260', '254-B']"
111497685,"['BH', nan, '331-A']"
785947678,"['BS', 'North', '204B-D']"
532612536,"['SA', 'Apt 133 - 148', '140-A']"
216480230,"['SA', 'Apt 133 - 148', '140-B']"
139088686,"['SA', 'Apt 133 - 148', '140-C']"
897130133,"['SA', 'Apt 197 - 220', '213-D']"
688134247,"['SA', 'Apt 197 - 220', '213-A']"
962353610,"['RA', 'Apt 3842', '162-A']"
662988800,"['RA', 'Apt 3842', '162-B']"
214978631,"['RA', 'Apt 3842', '162-C']"
916279542,"['SA', 'Apt 181 - 196', '194-C']"
221926956,"['SA', 'Apt 181 - 196', '194-A']"
270149989,"['SA', 'Apt 181 - 196', '194-B']"
777342549,"['BS', 'North', '201B-C']"
517136103,"['BS', 'North', '201B-A']"
227797283,"['BS', 'North', '201B-B']"
124360273,"['SA', 'Apt 181 - 196', '185-A']"
723108234,"['SA', 'Apt 277 - 292', '279-B']"
530355757,"['SA', 'Apt 277 - 292', '279-A']"
988955242,"['BS', 'East', '206A-B']"
390557915,"['BS', 'East', '206A-A']"
509388283,"['BS', 'East', '206A-C']"
755331365,"['NCA', 'Apt 3820', '37-A']"
694212164,"['NCA', 'Apt 3820', '37-B']"
869964826,"['NCA', 'Apt 3820', '37-C']"
940833526,"['BS', 'East', '107A-C']"
508705937,"['BS', 'East', '107A-A']"
804235221,"['BS', 'East', '107A-B']"
509743086,"['BS', 'East', '106A-A']"
285438277,"['BS', 'East', '106A-B']"
990285547,"['BS', 'East', '106A-C']"
906155943,"['BS', 'North', '411A-C']"
956668962,"['BS', 'North', '411A-A']"
743988610,"['BS', 'North', '411A-B']"
400880058,"['SA', 'Apt 197 - 220', '206-C']"
353703005,"['SA', 'Apt 197 - 220', '206-A']"
513557420,"['BS', 'North', '305A-A']"
867729508,"['BS', 'East', '203A-D']"
550908020,"['BS', 'East', '203A-A']"
879869758,"['BS', 'East', '203A-B']"
599537905,"['BA', '349-372', '365-D']"
488658395,"['BA', '349-372', '365-A']"
542327544,"['BA', '349-372', '365-B']"
235801524,"['SA', 'Apt 261 - 276', '273-D']"
197727085,"['SA', 'Apt 261 - 276', '273-A']"
165740564,"['SA', 'Apt 165 - 180', '169-B']"
116460056,"['SA', 'Apt 165 - 180', '169-A']"
229111712,"['BS', 'North', '409A-C']"
146033002,"['BS', 'North', '409A-A']"
381718866,"['BS', 'North', '409A-B']"
484798610,"['NCA', 'Apt 3824', '123-A']"
559594740,"['NCA', 'Apt 3824', '123-B']"
138620691,"['NCA', 'Apt 3824', '123-C']"
708618762,"['BS', 'North', '207A-A']"
416631404,"['SA', 'Apt 133 - 148', '146-C']"
263114644,"['SA', 'Apt 133 - 148', '146-A']"
830605717,"['SA', 'Apt 133 - 148', '146-B']"
673412387,"['SA', 'Apt 221 - 244', '223-C']"
980511636,"['SA', 'Apt 221 - 244', '223-A']"
741979671,"['SA', 'Apt 197 - 220', '208-D']"
391871370,"['MZH', nan, '324-B']"
358523559,"['MS', 'High Rise', '7001-F']"
436814690,"['MS', 'High Rise', '7001-A']"
735514799,"['MS', 'High Rise', '7001-B']"
395027204,"['BS', 'East', '110A-A']"
508575942,"['BS', 'East', '110A-B']"
